,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
373,Griffith,41.53,-87.42,298.15,60,1,2.6,US,1596239269
374,Tieli,46.95,128.05,297.19,83,69,5.29,CN,1596239269
375,Karpathos,35.51,27.21,298.15,78,0,10.8,GR,1596239270
376,Menongue,-14.66,17.69,283.47,51,0,1.77,AO,1596239270
377,Toora-Khem,52.47,96.11,283.81,91,100,1.49,RU,1596239271
378,Porto Belo,-27.16,-48.55,290.93,93,75,1.0,BR,1596239272
379,Keti Bandar,24.14,67.45,302.53,79,99,5.44,PK,1596239272
380,Colares,38.8,-9.45,293.15,86,11,5.81,PT,1596239273
381,Nyurba,63.28,118.33,291.55,63,5,2.31,RU,1596239273
382,Şuraabad,40.82,49.47,292.15,77,0,2.1,AZ,1596239274
383,Presidencia Roque Sáenz Peña,-26.79,-60.44,288.41,70,10,2.46,AR,1596239275
384,Kumsi,14.07,75.4,294.14,94,100,2.58,IN,1596239275
385,Strezhevoy,60.73,77.59,288.15,77,85,3.0,RU,1596239276
386,Mazagão,-0.12,-51.29,302.15,83,75,3.6,BR,1596239277
387,Khovd,48.01,91.64,286.49,51,0,1.22,MN,1596239277
388,Yangi Marg`ilon,40.43,71.72,298.15,38,7,5.1,UZ,1596239278
389,Sturgis,41.8,-85.42,299.15,57,1,1.5,US,1596239279
390,Tokur,53.13,132.9,287.79,97,100,1.45,RU,1596239279
391,Birao,10.28,22.79,295.23,91,33,1.25,CF,1596239280
392,Lorengau,-2.02,147.27,302.23,77,26,3.61,PG,1596239280
393,Lakes Entrance,-37.88,147.98,281.48,95,99,0.45,AU,1596239281
394,Piaçabuçu,-10.41,-36.43,296.43,85,53,6.27,BR,1596239282
395,Weiser,44.25,-116.97,314.82,12,1,4.92,US,1596239282
396,Slyudyanka,51.66,103.71,290.07,81,99,2.34,RU,1596239283
397,Maniitsoq,65.42,-52.9,280.86,96,100,9.49,GL,1596239283
398,Barinas,8.62,-70.21,297.11,90,93,1.38,VE,1596239284
399,Puerto Maldonado,-12.6,-69.18,294.15,94,2,0.81,PE,1596239285
400,Laas,46.62,10.7,290.15,67,5,1.5,IT,1596239285
401,Yenagoa,4.92,6.26,295.55,91,86,1.76,NG,1596239286
402,Rocha,-34.48,-54.33,281.82,91,84,1.42,UY,1596239286
403,Manoel Urbano,-8.84,-69.26,297.1,55,38,0.82,BR,1596239287
404,Redcar,54.62,-1.06,291.48,85,95,6.26,GB,1596239288
405,Paracuru,-3.41,-39.03,299.26,73,23,8.94,BR,1596239288
406,Dingle,11.0,122.67,299.8,84,100,1.88,PH,1596239289
407,Moose Factory,51.26,-80.61,296.15,60,1,4.6,CA,1596239289
408,Ilhabela,-23.78,-45.36,292.66,84,79,5.69,BR,1596239290
409,Loyga,61.08,44.61,284.52,97,100,2.67,RU,1596239290
410,Manzhouli,49.6,117.43,295.34,66,32,0.59,CN,1596239291
411,Asmara,15.33,38.93,287.95,96,100,4.41,ER,1596239292
412,Swift Current,50.28,-107.8,299.15,39,1,5.7,CA,1596239293
413,Ayan,56.45,138.17,285.95,91,100,2.26,RU,1596239293
414,San Felipe,10.34,-68.74,297.48,81,10,1.51,VE,1596239294
415,Husavik,66.04,-17.34,284.15,87,75,1.0,IS,1596239295
416,Inhambane,-23.86,35.38,290.11,81,5,3.23,MZ,1596239296
417,Gladstone,-23.85,151.25,293.15,56,5,6.2,AU,1596239296
418,Port Moresby,-9.44,147.18,298.25,63,57,6.01,PG,1596239093
419,Laela,-8.57,32.05,286.38,79,0,1.81,TZ,1596239297
420,Greensburg,40.3,-79.54,301.15,54,5,2.6,US,1596239197
421,Batagay,67.63,134.63,291.5,47,0,1.68,RU,1596239299
422,Mastic Beach,40.77,-72.85,298.15,78,40,3.1,US,1596239259
423,Baruun-Urt,46.68,113.28,295.45,57,72,8.11,MN,1596239300
424,Gohpur,26.88,93.63,298.43,90,71,0.84,IN,1596239300
425,Volksrust,-27.37,29.88,278.44,63,0,1.28,ZA,1596239301
426,Vinh,18.67,105.67,299.76,85,100,2.95,VN,1596239019
427,Saint-Pierre,-21.34,55.48,294.15,83,40,3.6,RE,1596239302
428,Perth,-31.93,115.83,283.15,100,20,0.5,AU,1596239175
429,Codrington,-38.27,141.97,285.44,68,20,7.89,AU,1596239303
430,Arrondissement de Bastia,42.67,9.33,301.48,83,0,0.5,FR,1596239304
431,Linxia Chengguanzhen,35.6,103.21,290.81,63,100,2.75,CN,1596239304
432,Havøysund,71.0,24.66,283.15,87,20,5.7,NO,1596239305
433,Saint-Augustin,51.23,-58.65,286.43,91,100,7.24,CA,1596239192
434,Mana,5.66,-53.78,298.68,85,98,0.81,GF,1596239307
435,Xingyi,24.19,102.82,290.45,95,51,1.66,CN,1596239309
436,Palmer,42.16,-72.33,302.15,39,20,2.1,US,1596239309
437,Cabedelo,-6.98,-34.83,296.15,94,20,2.6,BR,1596239310
438,Nishishinminato,36.78,137.07,300.93,74,20,1.0,JP,1596239310
439,Lodwar,3.12,35.6,301.03,51,45,7.54,KE,1596239311
440,Livingston,55.9,-3.52,290.37,100,20,3.1,GB,1596239312
441,Rawson,-43.3,-65.1,283.9,53,33,7.56,AR,1596239312
442,Gaza,31.5,34.47,297.59,59,0,1.74,PS,1596239313
443,Nieuwpoort,51.12,2.77,293.71,72,72,4.6,BE,1596239313
444,Mayo,38.89,-76.51,299.15,83,90,2.1,US,1596239178
445,Balkhash,46.84,74.98,295.49,43,33,6.44,KZ,1596239314
446,Lavrentiya,65.58,-171.0,281.46,75,49,3.47,RU,1596239315
447,Novo Horizonte,-21.47,-49.22,295.12,53,33,4.33,BR,1596239316
448,Kaka,37.35,59.61,294.85,35,0,1.49,TM,1596239316
449,Esperance,-33.87,121.9,283.15,93,40,2.1,AU,1596239317
450,Kaélé,10.11,14.45,297.04,83,80,2.71,CM,1596239317
451,Mount Gambier,-37.83,140.77,283.15,71,4,6.2,AU,1596239318
452,Richards Bay,-28.78,32.04,288.6,89,0,3.15,ZA,1596239319
453,Kodinsk,58.69,99.18,290.22,78,50,1.82,RU,1596239319
454,Tilichiki,60.47,166.1,288.2,68,49,1.72,RU,1596239320
455,Olinda,-8.01,-34.86,297.62,80,59,5.55,BR,1596239149
456,Salinópolis,-0.61,-47.36,299.79,87,52,6.16,BR,1596239144
457,Mbanza-Ngungu,-5.25,14.87,292.84,75,19,4.83,CD,1596239322
458,Pueblo,38.25,-104.61,304.15,29,1,6.2,US,1596239160
459,Emba,48.83,58.14,296.47,26,17,2.14,KZ,1596239323
460,Megion,61.03,76.11,288.15,77,89,3.0,RU,1596239323
461,Palmerston,-12.49,130.98,296.48,69,29,4.6,AU,1596239324
462,Dāmghān,36.17,54.35,292.92,49,42,0.72,IR,1596239324
463,Naze,28.37,129.48,302.15,79,20,2.1,JP,1596239325
464,Tshela,-4.98,12.93,291.57,92,9,0.55,CD,1596239326
465,Morondava,-20.28,44.28,295.69,61,0,5.99,MG,1596239326
466,Portree,57.41,-6.19,285.37,92,97,1.79,GB,1596239327
467,Luwuk,-0.95,122.79,299.83,76,90,2.66,ID,1596239328
468,Orchard Homes,46.86,-114.05,311.15,14,1,3.6,US,1596239329
469,Le Port,-20.94,55.29,293.15,77,75,1.0,RE,1596239329
470,Brae,60.4,-1.35,288.15,82,87,6.2,GB,1596239330
471,Ciudad Bolivar,8.12,-63.55,300.22,81,92,2.37,VE,1596239331
472,Jos,9.92,8.9,291.12,97,63,2.54,NG,1596239127
473,Bar Harbor,44.39,-68.2,298.15,69,1,1.5,US,1596239332
474,Yulara,-25.24,130.99,282.15,36,0,2.6,AU,1596239332
475,Rāmgarh,23.63,85.52,297.15,94,75,1.32,IN,1596239333
476,Alice Springs,-23.7,133.88,282.15,34,0,1.0,AU,1596239282
477,Pandaria,22.23,81.42,300.5,75,100,1.28,IN,1596239335
478,Kimbe,-5.55,150.14,302.48,61,39,4.6,PG,1596239336
479,Loknya,56.83,30.15,284.84,95,99,4.53,RU,1596239337
480,Puerto Suárez,-18.95,-57.8,296.57,51,10,1.48,BO,1596239337
481,Conceição do Araguaia,-8.26,-49.26,298.32,30,29,2.1,BR,1596239338
482,Sioux Lookout,50.1,-91.92,301.15,39,40,3.6,CA,1596239338
483,Sangar,63.92,127.47,293.51,41,0,0.57,RU,1596239339
484,Bonavista,48.65,-53.11,285.93,74,100,0.45,CA,1596239340
485,Aras,42.56,-2.36,297.15,69,10,4.6,ES,1596239341
486,Sur,22.57,59.53,302.87,69,82,2.98,OM,1596239341
487,Port Hedland,-20.32,118.57,288.15,30,0,3.6,AU,1596239342
488,Canyon,34.98,-101.92,304.26,28,0,0.45,US,1596239342
489,Talaya,61.38,152.75,285.91,56,83,5.91,RU,1596239344
490,Omsukchan,62.53,155.8,286.19,55,44,5.09,RU,1596239344
491,Puerto El Triunfo,13.28,-88.55,305.15,75,65,1.5,SV,1596239345
492,Quang Ngai,15.12,108.8,298.53,88,100,1.29,VN,1596239345
493,Adrar,20.5,-10.07,308.83,31,19,5.37,MR,1596239140
494,Nantucket,41.28,-70.1,295.15,88,90,3.1,US,1596239347
495,Outlook,51.5,-107.05,297.59,38,27,2.24,CA,1596239348
496,Leshukonskoye,64.9,45.76,281.58,93,69,3.69,RU,1596239348
497,Znamenskoye,57.13,73.83,287.82,98,96,3.73,RU,1596239349
498,Swan Hill,-35.34,143.55,285.49,55,97,3.8,AU,1596239350
499,Baykit,61.67,96.37,290.87,83,65,1.24,RU,1596239350
500,Priozyornoye,45.27,36.33,296.47,80,35,10.11,UA,1596239351
501,Shingū,33.73,135.98,301.15,74,20,3.1,JP,1596239351
502,Hilton Head,32.22,-80.75,305.15,66,1,6.2,US,1596239266
503,Santa Maria,-29.68,-53.81,288.15,82,40,2.1,BR,1596239078
504,Divnoye,45.91,43.35,295.85,51,0,3.7,RU,1596239353
505,Miraflores,19.22,-98.81,293.15,60,90,6.2,MX,1596239354
506,Hay River,60.82,-115.8,297.15,57,20,6.2,CA,1596239142
507,Roald,62.58,6.13,289.82,100,70,1.5,NO,1596239355
508,Makaha,21.47,-158.22,304.15,54,40,6.7,US,1596239356
509,Pagudpud,18.56,120.79,299.15,94,90,1.0,PH,1596239357
510,Ust-Nera,64.57,143.2,291.34,34,79,1.67,RU,1596239357
511,Bol,13.46,14.71,301.09,70,96,1.44,TD,1596239358
512,Angoram,-4.06,144.07,300.11,87,100,1.45,PG,1596239358
513,Lanuza,9.23,126.06,299.7,79,100,0.64,PH,1596239359
514,Lososina,49.0,140.31,289.35,91,100,4.34,RU,1596239360
515,Arak,34.09,49.69,291.5,55,0,1.56,IR,1596239060
516,Kirakira,-10.45,161.92,301.62,72,98,2.07,SB,1596239361
517,Hofn,64.25,-15.21,284.55,93,100,9.48,IS,1596239361
518,Sakakah,29.97,40.21,306.15,16,0,6.2,SA,1596239363
519,Lakeway,30.36,-97.98,297.15,88,1,1.3,US,1596239363
520,Rāzole,16.48,81.83,300.67,86,78,1.45,IN,1596239364
521,Ubari,26.59,12.78,303.44,20,0,5.96,LY,1596239364
522,Juneau,58.3,-134.42,296.48,46,75,4.6,US,1596238861
523,Prince Rupert,54.32,-130.32,295.15,60,75,1.5,CA,1596239366
524,San Pedro Sula,15.5,-88.03,306.15,55,20,5.7,HN,1596239249
525,Lázaro Cárdenas,17.96,-102.2,303.11,68,17,2.43,MX,1596239367
526,Spencer,43.14,-95.14,301.15,37,1,1.5,US,1596239367
527,Ciudad Mante,22.73,-98.97,307.04,47,29,4.47,MX,1596239161
528,Vodnyy,63.5,53.41,283.84,96,99,2.84,RU,1596239369
529,Rafaela,-31.25,-61.49,285.93,47,0,1.79,AR,1596239370
530,Vengerovo,55.68,76.75,286.49,91,80,2.23,RU,1596239370
531,Dakoro,14.51,6.76,301.76,63,11,7.46,NE,1596239371
532,Korhogo,9.45,-5.63,296.11,95,85,2.61,CI,1596239371
533,Kampot,10.62,104.18,299.15,83,90,7.2,KH,1596239372
534,Kibala,9.11,18.35,295.73,92,90,0.95,TD,1596239373
535,Nynäshamn,58.9,17.95,288.15,50,3,2.96,SE,1596239373
536,Marapanim,-0.72,-47.7,297.98,92,46,2.69,BR,1596239374
537,Linqing,36.85,115.71,301.61,76,28,3.86,CN,1596239374
538,San Jose,37.34,-121.89,301.48,50,20,4.6,US,1596238981
539,Kupang,-10.17,123.58,297.15,60,20,4.6,ID,1596239376
540,Nhulunbuy,-12.23,136.77,299.15,57,40,7.2,AU,1596239376
541,Rawdon,46.05,-73.72,296.48,6,28,0.98,CA,1596239120
542,Mehamn,71.04,27.85,282.39,87,94,2.08,NO,1596239377
543,Arman',59.7,150.17,290.84,48,0,0.8,RU,1596239379
544,Kununurra,-15.77,128.73,297.15,28,0,4.1,AU,1596239379
545,Belyy Yar,53.6,91.39,287.15,87,100,2.0,RU,1596239380
546,Giżycko,54.04,21.76,285.52,97,6,3.99,PL,1596239381
547,Changde,29.05,111.68,301.29,84,82,0.08,CN,1596239383
548,Darnah,32.77,22.64,299.09,73,0,8.67,LY,1596239384
549,Haines Junction,60.75,-137.51,299.51,31,86,1.47,CA,1596239384
550,Ponta Delgada,37.73,-25.67,294.15,68,75,3.6,PT,1596239385
551,Fürstenwalde,52.37,14.07,292.59,59,8,2.01,DE,1596239386
552,Tabuk,17.42,121.44,299.01,81,100,0.66,PH,1596239386
553,Gonder,12.6,37.47,285.94,96,100,0.32,ET,1596239387
554,Fleetwood,53.93,-3.01,290.37,86,84,0.45,GB,1596239387
555,Aleksandrov Gay,50.15,48.57,294.22,73,99,4.93,RU,1596239388
556,Abu Kamal,34.45,40.92,301.31,38,0,6.07,SY,1596239389
557,Taraz,42.9,71.37,293.15,60,90,3.0,KZ,1596239389
558,Shirvan,39.95,48.9,295.11,65,0,1.58,AZ,1596239390
559,Tambilil,5.96,124.67,301.45,67,100,0.18,PH,1596239390
560,Nepomuceno,-21.24,-45.24,288.97,76,71,4.38,BR,1596239391
561,Oktyabr'skoye,43.06,44.74,291.15,88,8,2.0,RU,1596239392
562,Dingzhou,38.51,115.0,298.15,94,71,1.0,CN,1596239392
563,Waingapu,-9.66,120.26,297.18,63,74,4.89,ID,1596239393
564,Garissa,-0.45,39.64,296.35,69,0,8.99,KE,1596239393
565,Totness,5.88,-56.32,298.75,87,100,1.22,SR,1596239394
566,Kainan,34.15,135.2,301.15,69,40,3.1,JP,1596239396
567,Ust-Tsilma,65.44,52.15,284.88,95,100,2.57,RU,1596239396
568,Qinhuangdao,39.93,119.59,302.0,59,0,1.67,CN,1596239397
569,Labuhan,-6.88,112.21,297.91,72,36,5.15,ID,1596239397
570,Pimentel,-6.84,-79.93,292.15,68,1,6.2,PE,1596239398
571,Tigzirt,36.89,4.12,300.5,49,0,1.42,DZ,1596239399
572,Charlestown,-32.95,151.67,287.04,84,0,2.18,AU,1596239399
573,Bījār,35.87,47.61,287.2,80,0,1.73,IR,1596239400
574,Chilca,-12.52,-76.74,289.15,77,90,3.1,PE,1596239400
575,Sisimiut,66.94,-53.67,280.72,91,100,8.22,GL,1596239401
576,Pārsābād,39.65,47.92,291.15,93,0,1.0,IR,1596239402
577,Bhuj,23.27,69.67,301.91,80,84,4.41,IN,1596239402
578,Irbeyskoye,55.64,95.45,287.19,82,94,3.43,RU,1596239403
579,Krasnyy Yar,46.53,48.35,292.15,82,32,2.0,RU,1596239403
580,Nizwá,22.93,57.53,303.06,57,54,1.42,OM,1596239404
581,Puerto del Rosario,28.5,-13.86,296.15,83,90,6.2,ES,1596239405
582,Khorixas,-20.37,14.97,289.54,30,0,5.75,NA,1596239405
583,Bac Lieu,9.29,105.72,299.6,86,100,8.54,VN,1596239406
584,São João da Barra,-21.64,-41.05,293.82,72,89,5.56,BR,1596239406
585,Trincomalee,8.57,81.23,300.67,78,77,8.55,LK,1596239407
586,Morgan City,29.7,-91.21,304.82,70,40,5.1,US,1596239408
587,Chernyshevskiy,63.01,112.47,289.83,63,87,3.32,RU,1596239408
588,Erzin,36.96,36.2,300.37,89,6,0.39,TR,1596239409
589,Gimbi,9.17,35.83,285.41,100,93,0.91,ET,1596239409
